"row_type","item_path","run_id","execution_status_missing_before","report_missing_before","figures_manifest_missing_before","execution_status_written","execution_status_backfilled_value","report_written","report_target_path","figures_manifest_written","figures_detected_count","has_run_manifest","has_error_log","script_path_from_manifest","classification","used_in_runs","usage_count","strategy_reason","completed_after"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_09_230048_XI_Xshape_analysis","run_2026_03_09_230048_XI_Xshape_analysis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_09_230048_XI_Xshape_analysis\report.md","YES","9","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_10_112659_alignment_audit","run_2026_03_10_112659_alignment_audit","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_10_112659_alignment_audit\report.md","YES","70","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_12_230929_switching_energy_scale_collapse_filtered","run_2026_03_12_230929_switching_energy_scale_collapse_filtered","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_12_230929_switching_energy_scale_collapse_filtered\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_12_231143_switching_energy_scale_collapse_filtered","run_2026_03_12_231143_switching_energy_scale_collapse_filtered","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_12_231143_switching_energy_scale_collapse_filtered\reports\report.md","YES","6","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_12_234016_switching_full_scaling_collapse","run_2026_03_12_234016_switching_full_scaling_collapse","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_12_234016_switching_full_scaling_collapse\reports\report.md","YES","9","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_12_235922_switching_full_scaling_collapse_figure_r","run_2026_03_12_235922_switching_full_scaling_collapse_figure_r","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_12_235922_switching_full_scaling_collapse_figure_r\reports\report.md","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_13_112155_switching_geometry_diagnostics","run_2026_03_13_112155_switching_geometry_diagnostics","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_13_112155_switching_geometry_diagnostics\reports\report.md","YES","18","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_13_152008_switching_effective_observables","run_2026_03_13_152008_switching_effective_observables","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_13_152008_switching_effective_observables\reports\report.md","YES","18","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_161801_switching_dynamic_shape_mode","run_2026_03_14_161801_switching_dynamic_shape_mode","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_161801_switching_dynamic_shape_mode\reports\report.md","YES","16","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_200522_switching_residual_collapse_verification","run_2026_03_14_200522_switching_residual_collapse_verification","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_200522_switching_residual_collapse_verification\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_200723_switching_residual_collapse_verification","run_2026_03_14_200723_switching_residual_collapse_verification","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_200723_switching_residual_collapse_verification\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_200939_switching_residual_collapse_verification","run_2026_03_14_200939_switching_residual_collapse_verification","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_200939_switching_residual_collapse_verification\reports\report.md","YES","12","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_210205_switching_ridge_susceptibility_test","run_2026_03_14_210205_switching_ridge_susceptibility_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_210205_switching_ridge_susceptibility_test\reports\report.md","YES","6","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_210347_switching_translation_mode_test","run_2026_03_14_210347_switching_translation_mode_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_210347_switching_translation_mode_test\reports\report.md","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_210551_switching_ridge_susceptibility_test","run_2026_03_14_210551_switching_ridge_susceptibility_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_210551_switching_ridge_susceptibility_test\reports\report.md","YES","6","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_212255_switching_ridge_motion_decomposition","run_2026_03_14_212255_switching_ridge_motion_decomposition","YES","NO","YES","YES","SUCCESS","NO","","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_214124_switching_a1_model_scan","run_2026_03_14_214124_switching_a1_model_scan","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_214124_switching_a1_model_scan\reports\report.md","YES","4","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_214125_switching_a1_single_derivative_scan","run_2026_03_14_214125_switching_a1_single_derivative_scan","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_214125_switching_a1_single_derivative_scan\reports\report.md","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_222708_switching_a1_model_scan","run_2026_03_14_222708_switching_a1_model_scan","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_222708_switching_a1_model_scan\reports\report.md","YES","4","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_225930_switching_a1_static_vs_dynamic_test","run_2026_03_14_225930_switching_a1_static_vs_dynamic_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_225930_switching_a1_static_vs_dynamic_test\reports\report.md","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_131431_switching_a1_vs_dX_test","run_2026_03_15_131431_switching_a1_vs_dX_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_131431_switching_a1_vs_dX_test\reports\report.md","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_134104_switching_a1_vs_logdS_test","run_2026_03_15_134104_switching_a1_vs_logdS_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_134104_switching_a1_vs_logdS_test\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_172302_switching_a1_vs_logdS_test","run_2026_03_15_172302_switching_a1_vs_logdS_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_172302_switching_a1_vs_logdS_test\report.md","YES","1","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_172420_switching_a1_vs_logdS_test","run_2026_03_15_172420_switching_a1_vs_logdS_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_172420_switching_a1_vs_logdS_test\reports\report.md","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_172539_switching_a1_vs_logdS_test","run_2026_03_15_172539_switching_a1_vs_logdS_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_172539_switching_a1_vs_logdS_test\reports\report.md","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_205458_switching_a1_vs_curvature_test","run_2026_03_15_205458_switching_a1_vs_curvature_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_205458_switching_a1_vs_curvature_test\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_211022_switching_a1_vs_curvature_test","run_2026_03_15_211022_switching_a1_vs_curvature_test","YES","YES","YES","YES","UNKNOWN","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_211022_switching_a1_vs_curvature_test\report.md","YES","0","NO","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_212718_switching_a1_vs_curvature_test","run_2026_03_15_212718_switching_a1_vs_curvature_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_212718_switching_a1_vs_curvature_test\reports\report.md","YES","9","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_221649_switching_a1_amplitude_response_test","run_2026_03_15_221649_switching_a1_amplitude_response_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_221649_switching_a1_amplitude_response_test\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_222144_switching_a1_amplitude_response_test","run_2026_03_15_222144_switching_a1_amplitude_response_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_222144_switching_a1_amplitude_response_test\reports\report.md","YES","9","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_225310_switching_activation_signature_test","run_2026_03_15_225310_switching_activation_signature_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_225310_switching_activation_signature_test\reports\report.md","YES","9","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_225418_switching_ridge_temperature_susceptibili","run_2026_03_15_225418_switching_ridge_temperature_susceptibili","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_225418_switching_ridge_temperature_susceptibili\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_225725_switching_activation_signature_test","run_2026_03_15_225725_switching_activation_signature_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_225725_switching_activation_signature_test\reports\report.md","YES","9","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_225730_switching_ridge_temperature_susceptibili","run_2026_03_15_225730_switching_ridge_temperature_susceptibili","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_225730_switching_ridge_temperature_susceptibili\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_225834_switching_activation_signature_test","run_2026_03_15_225834_switching_activation_signature_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_225834_switching_activation_signature_test\reports\report.md","YES","9","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230047_switching_activation_signature_test","run_2026_03_15_230047_switching_activation_signature_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230047_switching_activation_signature_test\reports\report.md","YES","9","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230257_switching_a1_integral_consistency_test","run_2026_03_15_230257_switching_a1_integral_consistency_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230257_switching_a1_integral_consistency_test\reports\report.md","YES","6","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230258_switching_activation_signature_test","run_2026_03_15_230258_switching_activation_signature_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230258_switching_activation_signature_test\reports\report.md","YES","9","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230302_switching_activation_signature_test","run_2026_03_15_230302_switching_activation_signature_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230302_switching_activation_signature_test\reports\report.md","YES","9","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230935_switching_a1_integral_consistency_test","run_2026_03_15_230935_switching_a1_integral_consistency_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230935_switching_a1_integral_consistency_test\reports\report.md","YES","6","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230936_switching_a1_integral_consistency_test","run_2026_03_15_230936_switching_a1_integral_consistency_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230936_switching_a1_integral_consistency_test\reports\report.md","YES","6","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_231316_switching_ridge_temperature_susceptibili","run_2026_03_15_231316_switching_ridge_temperature_susceptibili","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_231316_switching_ridge_temperature_susceptibili\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_231424_switching_ridge_temperature_susceptibili","run_2026_03_15_231424_switching_ridge_temperature_susceptibili","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_231424_switching_ridge_temperature_susceptibili\reports\report.md","YES","6","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_004449_switching_a1_integral_consistency_test","run_2026_03_16_004449_switching_a1_integral_consistency_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_004449_switching_a1_integral_consistency_test\reports\report.md","YES","6","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_004449_switching_activation_signature_test","run_2026_03_16_004449_switching_activation_signature_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_004449_switching_activation_signature_test\reports\report.md","YES","9","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_010353_switching_creep_barrier_analysis","run_2026_03_16_010353_switching_creep_barrier_analysis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_010353_switching_creep_barrier_analysis\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_011733_switching_activation_signature_test","run_2026_03_16_011733_switching_activation_signature_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_011733_switching_activation_signature_test\reports\report.md","YES","9","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_012510_switching_creep_barrier_analysis","run_2026_03_16_012510_switching_creep_barrier_analysis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_012510_switching_creep_barrier_analysis\reports\report.md","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_014254_switching_creep_scaling_test","run_2026_03_16_014254_switching_creep_scaling_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_014254_switching_creep_scaling_test\report.md","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_014335_switching_creep_scaling_test","run_2026_03_16_014335_switching_creep_scaling_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_014335_switching_creep_scaling_test\report.md","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_014636_switching_creep_scaling_test","run_2026_03_16_014636_switching_creep_scaling_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_014636_switching_creep_scaling_test\report.md","YES","1","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_014951_switching_ridge_curvature_analysis","run_2026_03_16_014951_switching_ridge_curvature_analysis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_014951_switching_ridge_curvature_analysis\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015033_switching_creep_scaling_test","run_2026_03_16_015033_switching_creep_scaling_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015033_switching_creep_scaling_test\reports\report.md","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015222_switching_ridge_curvature_analysis","run_2026_03_16_015222_switching_ridge_curvature_analysis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015222_switching_ridge_curvature_analysis\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015319_switching_creep_scaling_test","run_2026_03_16_015319_switching_creep_scaling_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015319_switching_creep_scaling_test\reports\report.md","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015338_switching_ridge_curvature_analysis","run_2026_03_16_015338_switching_ridge_curvature_analysis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015338_switching_ridge_curvature_analysis\reports\report.md","YES","12","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015437_switching_creep_scaling_test","run_2026_03_16_015437_switching_creep_scaling_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015437_switching_creep_scaling_test\reports\report.md","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015455_switching_creep_scaling_test","run_2026_03_16_015455_switching_creep_scaling_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015455_switching_creep_scaling_test\reports\report.md","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015536_switching_ridge_curvature_analysis","run_2026_03_16_015536_switching_ridge_curvature_analysis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015536_switching_ridge_curvature_analysis\reports\report.md","YES","12","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015541_switching_creep_scaling_test","run_2026_03_16_015541_switching_creep_scaling_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015541_switching_creep_scaling_test\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015648_switching_creep_scaling_test","run_2026_03_16_015648_switching_creep_scaling_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015648_switching_creep_scaling_test\reports\report.md","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015731_switching_ridge_curvature_analysis","run_2026_03_16_015731_switching_ridge_curvature_analysis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015731_switching_ridge_curvature_analysis\reports\report.md","YES","12","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015738_switching_creep_scaling_test","run_2026_03_16_015738_switching_creep_scaling_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015738_switching_creep_scaling_test\reports\report.md","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015956_switching_ridge_susceptibility_analysis","run_2026_03_16_015956_switching_ridge_susceptibility_analysis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015956_switching_ridge_susceptibility_analysis\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_020941_switching_ridge_curvature_analysis","run_2026_03_16_020941_switching_ridge_curvature_analysis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_020941_switching_ridge_curvature_analysis\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_021030_switching_ridge_curvature_analysis","run_2026_03_16_021030_switching_ridge_curvature_analysis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_021030_switching_ridge_curvature_analysis\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_021331_switching_ridge_curvature_analysis","run_2026_03_16_021331_switching_ridge_curvature_analysis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_021331_switching_ridge_curvature_analysis\reports\report.md","YES","12","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_021808_switching_a1_vs_mobility_test","run_2026_03_16_021808_switching_a1_vs_mobility_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_021808_switching_a1_vs_mobility_test\reports\report.md","YES","21","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_021947_switching_ridge_susceptibility_analysis","run_2026_03_16_021947_switching_ridge_susceptibility_analysis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_021947_switching_ridge_susceptibility_analysis\reports\report.md","YES","9","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_022315_switching_ridge_susceptibility_analysis","run_2026_03_16_022315_switching_ridge_susceptibility_analysis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_022315_switching_ridge_susceptibility_analysis\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_023247_switching_ridge_susceptibility_analysis","run_2026_03_16_023247_switching_ridge_susceptibility_analysis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_023247_switching_ridge_susceptibility_analysis\reports\report.md","YES","9","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_22_001750_x_observable_export","run_2026_03_22_001750_x_observable_export","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_22_001750_x_observable_export\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_22_013049_x_observable_export_corrected","run_2026_03_22_013049_x_observable_export_corrected","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_22_013049_x_observable_export_corrected\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_22_131251_switching_panel_f","run_2026_03_22_131251_switching_panel_f","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_22_131251_switching_panel_f\report.md","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_22_192628_switching_panel_f","run_2026_03_22_192628_switching_panel_f","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_22_192628_switching_panel_f\report.md","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013511_switching_width_roughness_competition_te","run_2026_03_24_013511_switching_width_roughness_competition_te","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013511_switching_width_roughness_competition_te\reports\report.md","YES","15","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013514_x_vs_r_predictor_comparison","run_2026_03_24_013514_x_vs_r_predictor_comparison","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013514_x_vs_r_predictor_comparison\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013516_switching_width_roughness_competition_te","run_2026_03_24_013516_switching_width_roughness_competition_te","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013516_switching_width_roughness_competition_te\reports\report.md","YES","15","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013517_x_vs_r_predictor_comparison","run_2026_03_24_013517_x_vs_r_predictor_comparison","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013517_x_vs_r_predictor_comparison\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013519_switching_threshold_residual_structure","run_2026_03_24_013519_switching_threshold_residual_structure","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_013519_switching_threshold_residual_structure\reports\report.md","YES","27","YES","NO","","","","","","YES"
